date,1. open,2. high,3. low,4. close,5. volume
2024-11-08 20:00:00,598.19,598.19,598.19,598.19,858872.0
2024-11-08 19:00:00,598.04,598.19,595.61,597.975,37285.0
2024-11-08 18:00:00,598.03,598.19,597.81,598.04,872627.0
2024-11-08 17:00:00,597.98,598.19,597.7,598.03,223043.0
2024-11-08 16:00:00,598.24,598.43,595.6459,597.92,9790503.0
2024-11-08 15:00:00,598.92,598.98,597.62,598.24,13676393.0
2024-11-08 14:00:00,599.015,599.64,598.67,598.91,4368372.0
2024-11-08 13:00:00,598.09,599.21,597.96,599.01,3695141.0
2024-11-08 12:00:00,597.9399,598.35,597.44,598.09,3252570.0
2024-11-08 11:00:00,597.785,598.22,597.34,597.91,3891870.0
2024-11-08 10:00:00,597.2,597.985,596.5708,597.78,4997807.0
2024-11-08 09:00:00,595.53,597.24,595.44,597.16,3588508.0
2024-11-08 08:00:00,596.2332,596.67,588.75,595.53,219679.0
2024-11-08 07:00:00,595.37,595.95,595.29,595.9,236500.0
2024-11-08 06:00:00,595.08,595.45,594.72,595.33,48980.0
2024-11-08 05:00:00,596.32,596.32,594.76,595.14,88446.0
2024-11-08 04:00:00,595.6,596.68,595.6,596.3,33885.0
2024-11-07 20:00:00,595.61,595.61,595.61,595.61,1232145.0
2024-11-07 19:00:00,596.1,596.2097,595.7,595.73,37457.0
2024-11-07 18:00:00,596.1,596.14,591.04,596.065,1343073.0
2024-11-07 17:00:00,595.96,596.1678,595.61,596.13,893944.0
2024-11-07 16:00:00,595.55,596.26,571.11,595.96,9076558.0
2024-11-07 15:00:00,596.025,596.65,595.18,595.55,12066368.0
2024-11-07 14:00:00,594.78,596.03,593.92,596.02,4802505.0
2024-11-07 13:00:00,595.4,595.44,594.21,594.8062,4189143.0
2024-11-07 12:00:00,595.14,595.56,594.76,595.3913,3948625.0
2024-11-07 11:00:00,594.83,595.28,594.1,595.135,4191030.0
2024-11-07 10:00:00,593.97,594.965,593.78,594.8165,5497921.0
2024-11-07 09:00:00,592.7,594.05,592.49,594.0,4243257.0
2024-11-07 08:00:00,592.1862,593.05,590.9677,592.66,324162.0
2024-11-07 07:00:00,592.37,592.86,592.24,592.66,142324.0
2024-11-07 06:00:00,592.39,592.46,591.84,592.46,57565.0
2024-11-07 05:00:00,592.04,592.45,592.03,592.39,59874.0
2024-11-07 04:00:00,590.8,592.6,590.8,592.1,55863.0
2024-11-06 20:00:00,591.04,591.04,591.04,591.04,2770730.0
2024-11-06 19:00:00,590.865,591.33,590.33,590.4999,67957.0
2024-11-06 18:00:00,591.55,591.58,576.7,590.875,3241864.0
2024-11-06 17:00:00,591.83,591.89,591.04,591.5,1055642.0
2024-11-06 16:00:00,591.03,591.87,589.1577,591.84,12952515.0
2024-11-06 15:00:00,590.54,591.93,590.45,591.04,14877282.0
2024-11-06 14:00:00,590.28,590.85,589.79,590.54,4287323.0
2024-11-06 13:00:00,589.26,590.71,589.12,590.27,5056290.0
2024-11-06 12:00:00,588.77,589.48,588.3101,589.265,4987367.0
2024-11-06 11:00:00,586.99,588.86,586.31,588.78,5893488.0
2024-11-06 10:00:00,586.12,589.08,586.12,587.02,9680778.0
2024-11-06 09:00:00,588.64,589.43,570.225,586.11,11464571.0
2024-11-06 08:00:00,587.65,590.63,576.7,588.66,1069590.0
2024-11-06 07:00:00,587.76,590.43,587.46,589.7,838071.0
2024-11-06 06:00:00,589.57,590.0,587.24,587.8,411046.0
2024-11-06 05:00:00,590.08,590.75,589.29,589.57,285716.0
2024-11-06 04:00:00,580.13,590.6,580.13,590.1,325569.0
2024-11-05 20:00:00,576.7,576.7,576.7,576.7,1118147.0
2024-11-05 19:00:00,576.97,579.94,569.81,579.14,358833.0
2024-11-05 18:00:00,577.41,577.75,576.7,576.99,1233721.0
2024-11-05 17:00:00,577.5,577.59,540.6275,577.39,383174.0
2024-11-05 16:00:00,576.68,577.63,569.5766,577.55,5688445.0
2024-11-05 15:00:00,575.0,576.71,574.7437,576.68,8342871.0
2024-11-05 14:00:00,575.23,575.87,574.7,575.0,3408143.0
2024-11-05 13:00:00,576.04,576.4,574.6,575.2348,5125938.0
2024-11-05 12:00:00,575.46,576.43,575.15,576.03,3237898.0
2024-11-05 11:00:00,573.98,575.6,573.5455,575.45,4788819.0
2024-11-05 10:00:00,574.01,575.21,573.51,574.005,6604369.0
2024-11-05 09:00:00,570.54,574.02,570.125,573.98,3337122.0
2024-11-05 08:00:00,570.7822,571.3387,569.81,570.55,139832.0
2024-11-05 07:00:00,570.94,571.22,570.32,570.7,125881.0
2024-11-05 06:00:00,570.79,571.35,570.79,570.94,26078.0
2024-11-05 05:00:00,570.86,570.9,570.13,570.79,11497.0
2024-11-05 04:00:00,571.13,571.13,570.64,570.88,21062.0
2024-11-04 20:00:00,569.81,569.81,569.81,569.81,882524.0
2024-11-04 19:00:00,569.72,569.735,569.37,569.58,34379.0
2024-11-04 18:00:00,570.24,570.7,569.72,569.745,984310.0
2024-11-04 17:00:00,570.24,573.07,531.3427,570.17,790179.0
2024-11-04 16:00:00,569.78,571.1763,569.49,570.26,6630157.0
2024-11-04 15:00:00,570.51,570.68,569.17,569.77,9338989.0
2024-11-04 14:00:00,570.67,571.21,570.1,570.5103,3337759.0
2024-11-04 13:00:00,570.45,571.27,569.2325,570.6627,5177736.0
2024-11-04 12:00:00,568.8701,570.86,567.89,570.46,3098197.0
2024-11-04 11:00:00,571.64,572.19,568.27,568.85,3878409.0
2024-11-04 10:00:00,571.4701,572.5,571.21,571.63,3797782.0
2024-11-04 09:00:00,571.66,572.385,568.64,571.52,3402188.0
2024-11-04 08:00:00,571.7327,573.0,571.0,571.66,157736.0
2024-11-04 07:00:00,572.34,572.61,571.0,571.99,171946.0
2024-11-04 06:00:00,572.73,572.76,572.04,572.34,20774.0
2024-11-04 05:00:00,571.97,572.85,571.91,572.7,13474.0
2024-11-04 04:00:00,572.0,572.05,571.3,571.91,30533.0
2024-11-01 20:00:00,571.04,571.04,571.04,571.04,790370.0
2024-11-01 19:00:00,571.12,571.5,570.75,571.3,65093.0
2024-11-01 18:00:00,571.555,571.83,568.64,571.18,875228.0
2024-11-01 17:00:00,571.35,582.3953,571.04,571.5,838477.0
2024-11-01 16:00:00,571.02,571.85,570.96,571.26,8328880.0
2024-11-01 15:00:00,572.15,572.94,570.62,571.02,9893223.0
2024-11-01 14:00:00,571.64,572.46,571.14,572.17,3373486.0
2024-11-01 13:00:00,573.03,573.8669,571.6,571.6499,3441916.0
2024-11-01 12:00:00,573.63,574.3099,572.66,573.0,2335228.0
2024-11-01 11:00:00,574.42,575.3,573.36,573.65,4807500.0
2024-11-01 10:00:00,573.13,575.55,572.64,574.435,6778687.0
2024-11-01 09:00:00,571.85,575.51,568.64,573.12,5544602.0
2024-11-01 08:00:00,571.4,584.1709,568.64,571.87,1043888.0
2024-11-01 07:00:00,571.42,571.65,570.8,571.37,359848.0
2024-11-01 06:00:00,570.88,571.59,570.76,571.47,275902.0
2024-11-01 05:00:00,570.59,571.05,570.5,570.79,21287.0
2024-11-01 04:00:00,569.09,570.94,569.09,570.65,55498.0
2024-10-31 20:00:00,568.64,568.64,568.64,568.64,2016286.0
2024-10-31 19:00:00,569.6,569.7,569.05,569.3,69219.0
2024-10-31 18:00:00,569.11,570.1,568.64,569.5,2141117.0
2024-10-31 17:00:00,568.88,580.01,568.64,569.095,639122.0
2024-10-31 16:00:00,568.55,579.5807,568.43,568.7509,16612448.0
2024-10-31 15:00:00,570.67,572.0,568.44,568.55,14653962.0
2024-10-31 14:00:00,570.38,570.84,569.71,570.66,5038799.0
2024-10-31 13:00:00,571.32,571.99,570.11,570.36,2863391.0
2024-10-31 12:00:00,570.9225,571.91,570.53,571.33,3427174.0
2024-10-31 11:00:00,571.1,571.7,570.08,570.94,6036353.0
2024-10-31 10:00:00,573.74,573.79,570.95,571.1,7512754.0
2024-10-31 09:00:00,576.17,580.01,573.14,573.76,5922494.0
2024-10-31 08:00:00,575.6945,580.01,575.0304,576.19,641360.0
2024-10-31 07:00:00,575.83,576.56,575.66,576.53,489397.0
2024-10-31 06:00:00,575.55,575.86,575.18,575.84,84513.0
2024-10-31 05:00:00,575.35,575.55,575.01,575.55,31322.0
2024-10-31 04:00:00,576.78,577.28,575.01,575.41,67984.0
2024-10-30 20:00:00,580.01,580.01,580.01,580.01,1043105.0
2024-10-30 19:00:00,578.08,578.35,577.8,577.88,78314.0
2024-10-30 18:00:00,578.61,581.77,577.87,578.135,1295445.0
2024-10-30 17:00:00,579.245,580.01,578.41,578.41,838395.0
2024-10-30 16:00:00,579.93,581.4552,578.72,579.27,9406295.0
2024-10-30 15:00:00,581.17,581.17,579.38,579.97,11065819.0
2024-10-30 14:00:00,580.624,581.81,580.624,581.18,3529147.0
2024-10-30 13:00:00,581.99,582.305,580.29,580.64,4096049.0
2024-10-30 12:00:00,583.1,583.21,581.99,582.0,1971462.0
2024-10-30 11:00:00,582.3799,583.32,581.59,583.105,3152102.0
2024-10-30 10:00:00,581.84,582.96,581.7401,582.3799,3837746.0
2024-10-30 09:00:00,581.57,581.91,579.29,581.85,4649025.0
2024-10-30 08:00:00,582.7855,583.18,581.38,581.545,308144.0
2024-10-30 07:00:00,582.13,582.69,581.74,581.91,180913.0
2024-10-30 06:00:00,582.92,583.15,581.98,582.06,113213.0
2024-10-30 05:00:00,582.66,583.15,582.46,582.9,13575.0
2024-10-30 04:00:00,583.02,583.28,582.5,582.71,29600.0
2024-10-29 20:00:00,581.77,581.77,581.77,581.77,1139207.0
2024-10-29 19:00:00,583.21,583.24,582.75,583.02,26476.0
2024-10-29 18:00:00,582.85,583.29,581.77,583.215,1238594.0
2024-10-29 17:00:00,582.39,582.9,581.77,582.77,1073477.0
2024-10-29 16:00:00,581.705,582.92,580.5173,582.365,9164309.0
2024-10-29 15:00:00,582.41,582.907,581.34,581.7,8885645.0
2024-10-29 14:00:00,581.97,582.88,580.5173,582.41,3405942.0
2024-10-29 13:00:00,581.9962,582.77,581.51,581.97,2653816.0
2024-10-29 12:00:00,581.4,582.0699,580.83,581.99,2610999.0
2024-10-29 11:00:00,581.42,581.61,580.55,581.39,6047483.0
2024-10-29 10:00:00,579.98,581.85,579.52,581.42,6816608.0
2024-10-29 09:00:00,579.68,582.18,578.43,579.97,3860890.0
2024-10-29 08:00:00,581.003,581.5988,579.45,579.66,358204.0
2024-10-29 07:00:00,580.6,580.7,580.0,580.08,89896.0
2024-10-29 06:00:00,581.03,581.03,580.27,580.6,20305.0
2024-10-29 05:00:00,581.16,581.2,580.53,580.96,24452.0
2024-10-29 04:00:00,580.5,581.64,580.18,581.2,41186.0
2024-10-28 20:00:00,580.83,580.83,580.83,580.83,1243741.0
2024-10-28 19:00:00,580.62,580.82,580.52,580.73,14252.0
2024-10-28 18:00:00,581.05,581.11,580.41,580.656,1291315.0
2024-10-28 17:00:00,580.965,581.471,579.04,581.07,224389.0
2024-10-28 16:00:00,580.78,581.4375,545.5475,580.965,5404199.0
2024-10-28 15:00:00,581.11,581.7099,580.52,580.77,7963374.0
2024-10-28 14:00:00,581.69,581.84,580.8601,581.14,2935963.0
2024-10-28 13:00:00,581.01,581.87,580.6,581.68,2507326.0
2024-10-28 12:00:00,580.9,581.72,580.57,581.02,2362641.0
2024-10-28 11:00:00,581.96,582.05,580.68,580.92,2650615.0
2024-10-28 10:00:00,581.515,582.5,581.24,581.9201,3548977.0
2024-10-28 09:00:00,582.51,582.72,581.35,581.49,4121288.0
2024-10-28 08:00:00,582.0915,582.9487,578.145,582.52,329479.0
2024-10-28 07:00:00,582.2,582.32,581.43,581.67,396646.0
2024-10-28 06:00:00,582.74,582.98,582.19,582.2,36584.0
2024-10-28 05:00:00,582.69,582.79,582.23,582.76,24419.0
2024-10-28 04:00:00,581.22,582.83,581.22,582.65,94960.0
2024-10-25 20:00:00,579.04,579.04,579.04,579.04,1909067.0
2024-10-25 19:00:00,578.5,578.73,577.55,577.95,93724.0
2024-10-25 18:00:00,578.73,579.04,578.36,578.5,1998903.0
2024-10-25 17:00:00,578.625,579.04,578.51,578.73,904805.0
2024-10-25 16:00:00,579.02,581.4744,578.45,578.63,11893703.0
2024-10-25 15:00:00,580.2,580.2599,578.54,579.015,8868832.0
2024-10-25 14:00:00,579.25,580.52,578.08,580.2,4243106.0
2024-10-25 13:00:00,582.03,582.05,578.53,579.1899,6774243.0
2024-10-25 12:00:00,582.17,582.8,581.8,582.03,2308217.0
2024-10-25 11:00:00,583.48,583.8404,581.7032,582.17,4954779.0
2024-10-25 10:00:00,583.3,584.46,582.99,583.46,5989878.0
2024-10-25 09:00:00,581.63,583.49,581.43,583.3,4558086.0
2024-10-25 08:00:00,580.5025,581.7,578.83,581.64,168271.0
2024-10-25 07:00:00,580.67,581.25,580.19,581.0,176215.0
2024-10-25 06:00:00,580.78,581.07,580.65,580.65,23006.0
2024-10-25 05:00:00,580.36,580.98,580.36,580.78,17411.0
2024-10-25 04:00:00,579.74,580.62,579.55,580.36,22390.0
2024-10-24 20:00:00,579.24,579.24,579.24,579.24,1315936.0
2024-10-24 19:00:00,579.3,579.38,579.0,579.38,26744.0
2024-10-24 18:00:00,579.56,579.65,577.99,579.315,1392039.0
2024-10-24 17:00:00,579.47,579.65,579.35,579.65,63624.0
2024-10-24 16:00:00,579.17,579.94,577.9128,579.49,9057129.0
2024-10-24 15:00:00,578.81,579.885,578.25,579.18,7952970.0
2024-10-24 14:00:00,578.5322,579.36,578.0701,578.82,2576750.0
2024-10-24 13:00:00,578.86,579.5601,578.42,578.49,2334261.0
2024-10-24 12:00:00,578.06,578.99,576.57,578.88,3570042.0
2024-10-24 11:00:00,578.82,579.36,577.04,578.06,3296723.0
2024-10-24 10:00:00,579.39,579.93,578.54,578.8004,3602074.0
2024-10-24 09:00:00,580.54,580.91,578.62,579.39,4177263.0
2024-10-24 08:00:00,580.4527,581.29,575.305,580.52,246274.0
2024-10-24 07:00:00,580.51,581.09,579.4,581.0,485048.0
2024-10-24 06:00:00,580.45,580.94,580.36,580.55,81276.0
2024-10-24 05:00:00,580.52,580.71,580.34,580.47,25243.0
2024-10-24 04:00:00,579.72,580.97,579.72,580.49,40708.0
2024-10-23 20:00:00,577.99,577.99,577.99,577.99,2326839.0
2024-10-23 19:00:00,578.5,578.63,578.13,578.535,59617.0
2024-10-23 18:00:00,578.78,578.81,577.99,578.515,2387798.0
2024-10-23 17:00:00,578.514,583.32,577.99,578.775,449632.0
2024-10-23 16:00:00,577.93,583.2714,577.65,578.44,11777208.0
2024-10-23 15:00:00,577.15,578.13,576.66,577.93,11287216.0
2024-10-23 14:00:00,575.96,577.23,574.415,577.17,8050426.0
2024-10-23 13:00:00,578.15,578.15,575.86,575.95,5451036.0
2024-10-23 12:00:00,579.83,579.83,577.6301,578.15,4089249.0
2024-10-23 11:00:00,580.51,580.76,578.78,579.835,5264372.0
2024-10-23 10:00:00,581.29,581.64,580.1,580.49,4373935.0
2024-10-23 09:00:00,581.43,581.7086,580.885,581.31,2604496.0
2024-10-23 08:00:00,582.0,583.43,581.3,581.415,330501.0
2024-10-23 07:00:00,581.98,582.34,581.83,582.09,73407.0
2024-10-23 06:00:00,582.43,582.43,581.77,581.99,42700.0
2024-10-23 05:00:00,582.46,582.78,582.29,582.43,15172.0
2024-10-23 04:00:00,583.07,583.23,582.43,582.52,38826.0
2024-10-22 20:00:00,583.32,583.32,583.32,583.32,1686275.0
2024-10-22 19:00:00,582.51,583.3801,582.44,583.07,38837.0
2024-10-22 18:00:00,582.92,583.32,582.22,582.52,1777312.0
2024-10-22 17:00:00,582.76,583.63,529.57,582.91,459488.0
2024-10-22 16:00:00,583.32,583.5402,582.76,582.76,9861854.0
2024-10-22 15:00:00,583.01,584.26,582.89,583.32,6141315.0
2024-10-22 14:00:00,583.96,584.5,582.85,583.0201,3090216.0
2024-10-22 13:00:00,582.57,583.98,582.06,583.98,4384653.0
2024-10-22 12:00:00,582.01,582.6592,581.57,582.5601,2196002.0
2024-10-22 11:00:00,581.985,582.5,581.54,582.02,3158181.0
2024-10-22 10:00:00,581.33,582.24,581.02,581.99,3688233.0
2024-10-22 09:00:00,580.95,583.965,580.05,581.32,3743338.0
2024-10-22 08:00:00,582.3785,583.63,580.31,580.935,395614.0
2024-10-22 07:00:00,580.88,581.5,580.83,581.12,166798.0
2024-10-22 06:00:00,580.73,581.3,580.61,580.88,58814.0
2024-10-22 05:00:00,581.69,581.86,580.53,580.73,59074.0
2024-10-22 04:00:00,582.78,582.78,581.72,581.73,23031.0
2024-10-21 20:00:00,583.63,583.63,583.63,583.63,729464.0
2024-10-21 19:00:00,583.65,583.76,583.51,583.61,29028.0
2024-10-21 18:00:00,584.0,584.03,583.63,583.66,767658.0
2024-10-21 17:00:00,583.88,584.59,583.5375,584.0,438940.0
2024-10-21 16:00:00,583.68,584.6035,582.1,583.88,7477271.0
2024-10-21 15:00:00,582.385,583.73,582.1701,583.67,6997008.0
2024-10-21 14:00:00,583.28,583.29,582.26,582.3888,3015697.0
2024-10-21 13:00:00,582.83,583.38,582.6,583.25,2332991.0
2024-10-21 12:00:00,582.33,582.8813,581.8,582.82,1989177.0
2024-10-21 11:00:00,582.595,582.65,580.6001,582.3549,6529060.0
2024-10-21 10:00:00,584.05,584.85,582.0653,582.6,5784875.0
2024-10-21 09:00:00,583.29,584.47,583.23,584.0399,2743640.0
2024-10-21 08:00:00,584.319,584.88,582.365,583.29,210668.0
2024-10-21 07:00:00,582.81,583.04,582.35,582.62,208524.0
2024-10-21 06:00:00,583.75,583.93,582.74,582.74,44483.0
2024-10-21 05:00:00,584.44,584.48,583.27,583.75,29698.0
2024-10-21 04:00:00,584.55,584.75,584.22,584.47,29884.0
2024-10-18 20:00:00,584.59,584.59,584.59,584.59,1214044.0
2024-10-18 19:00:00,584.72,584.84,584.65,584.72,20535.0
2024-10-18 18:00:00,584.7,584.75,584.59,584.71,1225535.0
2024-10-18 17:00:00,584.695,584.75,584.5804,584.725,469309.0
2024-10-18 16:00:00,584.53,584.9,582.2725,584.675,6418259.0
2024-10-18 15:00:00,584.85,584.85,584.06,584.57,5928288.0
2024-10-18 14:00:00,584.565,585.39,583.84,584.8515,3190028.0
2024-10-18 13:00:00,584.69,585.1199,584.4808,584.58,2505689.0
2024-10-18 12:00:00,583.89,585.25,583.6901,584.675,2186881.0
2024-10-18 11:00:00,583.4199,584.5695,583.3701,583.885,11402579.0
2024-10-18 10:00:00,583.27,584.03,583.06,583.43,3505590.0
2024-10-18 09:00:00,583.94,584.52,582.545,583.28,3648795.0
2024-10-18 08:00:00,583.6215,584.15,582.35,583.94,155610.0
2024-10-18 07:00:00,583.64,584.0,583.28,583.84,334814.0
2024-10-18 06:00:00,583.37,583.71,583.2,583.65,22166.0
2024-10-18 05:00:00,583.67,583.99,583.31,583.39,22021.0
2024-10-18 04:00:00,582.99,583.96,582.99,583.66,22854.0
2024-10-17 20:00:00,582.35,582.35,582.35,582.35,1858116.0
2024-10-17 19:00:00,582.87,582.94,582.7505,582.9,27335.0
2024-10-17 18:00:00,582.54,582.9984,582.35,582.88,1902488.0
2024-10-17 17:00:00,582.46,583.3076,582.3,582.505,187929.0
2024-10-17 16:00:00,582.28,583.4983,582.18,582.42,8102012.0
2024-10-17 15:00:00,583.32,583.4,582.16,582.28,8167301.0
2024-10-17 14:00:00,584.37,584.42,582.42,583.32,3882493.0
2024-10-17 13:00:00,584.39,584.72,584.08,584.35,2053917.0
2024-10-17 12:00:00,584.705,585.0,583.73,584.3703,2121560.0
2024-10-17 11:00:00,583.1,584.75,582.37,584.72,2516310.0
2024-10-17 10:00:00,584.1,584.4285,582.845,583.0975,4624329.0
2024-10-17 09:00:00,585.5,586.3,582.3434,584.06,5486292.0
2024-10-17 08:00:00,584.84,585.587,581.01,585.5,403992.0
2024-10-17 07:00:00,584.98,585.0,584.4,584.63,327371.0
2024-10-17 06:00:00,584.76,585.05,584.52,585.02,62301.0
2024-10-17 05:00:00,584.55,584.9,584.27,584.75,49541.0
2024-10-17 04:00:00,582.72,584.52,582.72,584.52,52991.0
2024-10-16 20:00:00,582.3,582.3,582.3,582.3,1502080.0
2024-10-16 19:00:00,581.86,581.9,579.78,581.58,30881.0
2024-10-16 18:00:00,582.0,582.3,581.7,581.87,1546066.0
2024-10-16 17:00:00,581.96,601.0618,581.9,581.96,44443.0
2024-10-16 16:00:00,582.24,582.3415,580.8956,581.93,6564790.0
2024-10-16 15:00:00,582.42,582.65,582.1,582.24,8202864.0
2024-10-16 14:00:00,581.63,582.83,581.48,582.4,3234392.0
2024-10-16 13:00:00,581.4,581.69,580.935,581.635,2290796.0
2024-10-16 12:00:00,580.235,581.4,580.2,581.39,1871979.0
2024-10-16 11:00:00,580.12,580.9,579.78,580.24,3564060.0
2024-10-16 10:00:00,579.1401,581.1501,579.07,580.0999,4279429.0
2024-10-16 09:00:00,579.91,580.25,578.96,579.15,3093395.0
2024-10-16 08:00:00,580.183,584.725,579.32,579.89,222434.0
2024-10-16 07:00:00,580.15,580.5,580.05,580.42,195178.0
2024-10-16 06:00:00,580.09,580.23,579.83,580.14,29452.0
2024-10-16 05:00:00,579.9,580.23,579.73,580.04,27947.0
2024-10-16 04:00:00,580.13,580.28,579.55,579.86,34070.0
2024-10-15 20:00:00,579.78,579.78,579.78,579.78,1387769.0
2024-10-15 19:00:00,579.79,580.05,579.79,579.87,67835.0
2024-10-15 18:00:00,579.67,579.84,578.93,579.79,1432329.0
2024-10-15 17:00:00,579.56,584.67,517.38,579.685,933982.0
2024-10-15 16:00:00,579.76,584.0636,540.36,579.56,11717986.0
2024-10-15 15:00:00,580.12,580.195,578.545,579.79,14573194.0
2024-10-15 14:00:00,581.0,581.42,580.0,580.11,4614919.0
2024-10-15 13:00:00,581.79,581.96,580.82,580.98,3319494.0
2024-10-15 12:00:00,581.405,582.55,581.34,581.8,2995554.0
2024-10-15 11:00:00,581.97,582.8,581.25,581.3994,4979623.0
2024-10-15 10:00:00,584.21,584.63,581.29,581.95,9952785.0
2024-10-15 09:00:00,584.56,584.9,584.11,584.215,3436104.0
2024-10-15 08:00:00,584.5362,584.98,579.58,584.55,97288.0
2024-10-15 07:00:00,584.42,584.56,584.09,584.33,110538.0
2024-10-15 06:00:00,583.93,584.58,583.7,584.38,32844.0
2024-10-15 05:00:00,584.0,584.24,583.78,583.9,69965.0
2024-10-15 04:00:00,584.46,584.6,583.8,583.96,32603.0
2024-10-14 20:00:00,584.32,584.32,584.32,584.32,1071266.0
2024-10-14 19:00:00,584.57,584.8,584.51,584.71,43862.0
2024-10-14 18:00:00,584.54,584.87,584.32,584.56,1125166.0
2024-10-14 17:00:00,584.66,584.8,465.2775,584.54,173415.0
2024-10-14 16:00:00,584.28,584.86,512.5781,584.73,7036379.0
2024-10-14 15:00:00,584.26,585.27,584.0,584.28,11348278.0
2024-10-14 14:00:00,583.6,584.64,583.31,584.26,3902338.0
2024-10-14 13:00:00,583.8,584.14,583.52,583.6,1554448.0
2024-10-14 12:00:00,583.45,583.96,583.4,583.8001,2202955.0
2024-10-14 11:00:00,582.83,583.46,582.3,583.45,2732278.0
2024-10-14 10:00:00,583.3,583.78,582.61,582.8305,4055125.0
2024-10-14 09:00:00,580.93,583.3,576.045,583.3,4554605.0
2024-10-14 08:00:00,579.9545,580.95,579.1,580.9,349369.0
2024-10-14 07:00:00,580.52,580.58,580.16,580.48,158201.0
2024-10-14 06:00:00,580.29,580.97,580.29,580.56,85509.0
2024-10-14 05:00:00,579.96,580.39,579.9,580.33,46471.0
2024-10-14 04:00:00,579.34,580.17,579.15,579.92,62914.0
2024-10-11 20:00:00,579.58,579.58,579.58,579.58,1169044.0
2024-10-11 19:00:00,578.51,578.74,578.3901,578.69,21086.0
2024-10-11 18:00:00,578.31,579.58,578.08,578.53,1226689.0
2024-10-11 17:00:00,579.06,579.25,566.73,578.31,190668.0
2024-10-11 16:00:00,579.53,579.69,575.21,578.99,10818558.0
2024-10-11 15:00:00,579.705,580.33,579.46,579.55,9382202.0
2024-10-11 14:00:00,579.13,579.9,578.79,579.7,2782463.0
2024-10-11 13:00:00,578.87,579.37,578.385,579.14,2315892.0
2024-10-11 12:00:00,579.64,579.64,578.07,578.86,3424151.0
2024-10-11 11:00:00,579.07,579.77,579.0,579.64,3508380.0
2024-10-11 10:00:00,577.39,580.095,577.01,579.08,8422670.0
2024-10-11 09:00:00,576.19,577.52,575.91,577.39,3201669.0
2024-10-11 08:00:00,576.0975,577.0,575.35,576.19,345106.0
2024-10-11 07:00:00,576.25,576.35,575.85,575.89,62708.0
2024-10-11 06:00:00,575.5,576.28,575.35,576.25,23895.0
2024-10-11 05:00:00,575.33,575.83,575.28,575.49,26455.0
2024-10-11 04:00:00,575.88,576.13,575.25,575.27,22634.0
2024-10-10 20:00:00,576.13,576.75,576.13,576.75,1997403.0
2024-10-10 19:00:00,576.34,576.91,576.31,576.732,60811.0
2024-10-10 18:00:00,576.27,576.41,576.13,576.28,2027029.0
2024-10-10 17:00:00,576.37,576.43,575.55,576.2,33631.0
2024-10-10 16:00:00,576.1,577.2631,575.89,576.36,11077271.0
2024-10-10 15:00:00,575.3,576.54,574.84,576.1,6591328.0
2024-10-10 14:00:00,576.23,577.2631,574.49,575.3,3908736.0
2024-10-10 13:00:00,576.2105,576.675,574.77,576.22,4268601.0
2024-10-10 12:00:00,576.952,577.58,575.79,576.22,5297549.0
2024-10-10 11:00:00,575.44,577.0,575.14,576.96,5365953.0
2024-10-10 10:00:00,575.41,576.6495,575.13,575.44,4489421.0
2024-10-10 09:00:00,575.32,577.415,572.79,575.39,4934355.0
2024-10-10 08:00:00,576.67,577.5,574.6,575.31,1864057.0
2024-10-10 07:00:00,576.22,576.71,576.08,576.71,151404.0
2024-10-10 06:00:00,576.59,576.67,576.15,576.24,15649.0
2024-10-10 05:00:00,576.25,576.6,576.06,576.56,16263.0
2024-10-10 04:00:00,577.35,577.35,576.08,576.33,28193.0
